idcid;codigo;descricao;restricao_sexo
3963;K409;Hérnia inguinal unilateral ou não especificada, sem obstrução ou gangrena;
3964;K410;Hérnia femoral bilateral, com obstrução, sem gangrena;
3965;K411;Hérnia femoral bilateral, com gangrena;
3966;K412;Hérnia femoral bilateral, sem obstrução ou gangrena;
3967;K413;Hérnia femoral unilateral ou não especificada, com obstrução, sem gangrena;
3968;K414;Hérnia femoral unilateral ou não especificada, com gangrena;
3969;K419;Hérnia femoral unilateral ou não especificada, sem obstrução ou gangrena;
3970;K420;Hérnia umbilical com obstrução, sem gangrena;
3971;K421;Hérnia umbilical com gangrena;
3972;K429;Hérnia umbilical sem obstrução ou gangrena;
3973;K430;Hérnia ventral com obstrução, sem gangrena;
3974;K431;Hérnia ventral com gangrena;
3975;K439;Hérnia ventral sem obstrução ou gangrena;
3976;K440;Hérnia diafragmática com obstrução, sem gangrena;
3977;K441;Hérnia diafragmática com gangrena;
3978;K449;Hérnia diafragmática sem obstrução ou gangrena;
3979;K450;Outras hérnias abdominais especificadas, com obstrução, sem gangrena;
3980;K451;Outras hérnias abdominais especificadas, com gangrena;
3981;K458;Outras hérnias abdominais especificadas, sem obstrução ou gangrena;
3982;K460;Hérnia abdominal não especificada, com obstrução, sem gangrena;
3983;K461;Hérnia abdominal não especificada com gangrena;
3984;K469;Hérnia abdominal não especificada, sem obstrução ou gangrena;
3985;K500;Doença de Crohn do intestino delgado;
3986;K501;Doença de Crohn do intestino grosso;
3987;K508;Outra forma de doença de Crohn;
3988;K509;Doença de Crohn de localização não especificada;
3989;K510;Enterocolite ulcerativa (crônica);
3990;K511;Ileocolite ulcerativa (crônica);
3991;K512;Proctite ulcerativa (crônica);
3992;K513;Retossigmoidite ulcerativa (crônica);
3993;K514;Pseudopolipose do cólon;
3994;K515;Proctocolite mucosa;
3995;K518;Outras colites ulcerativas;
3996;K519;Colite ulcerativa, sem outra especificação;
3997;K520;Gastroenterite e colite devida à radiação;
3998;K521;Gastroenterite e colite tóxicas;
3999;K522;Gastroenterite e colite alérgicas ou ligadas à dieta;
4000;K528;Outras gastroenterites e colites especificadas, não-infecciosas;
4001;K529;Gastroenterite e colite não-infecciosas, não especificadas;
4002;K550;Transtornos vasculares agudos do intestino;
4003;K551;Transtornos vasculares crônicos do intestino;
4004;K552;Angiodisplasia do cólon;
4005;K558;Outros transtornos vasculares do intestino;
4006;K559;Transtorno vascular do intestino, sem outra especificação;
4007;K560;Íleo paralítico;
4008;K561;Intussuscepção;
4009;K562;Volvo;
4010;K563;Íleo biliar;
4011;K564;Outras obstruções do intestino;
4012;K565;Aderências intestinais (bridas) com obstrução;
4013;K566;Outras formas de obstrução intestinal, e as não especificadas;
4014;K567;Íleo, não especificado;
4015;K570;Doença diverticular do intestino delgado com perfuração e abscesso;
4016;K571;Doença diverticular do intestino delgado sem perfuração ou abscesso;
4017;K572;Doença diverticular do intestino grosso com perfuração e abscesso;
4018;K573;Doença diverticular do intestino grosso sem perfuração ou abscesso;
4019;K574;Doença diverticular concomitante dos intestinos delgado e grosso com perfuração e abscesso;
4020;K575;Doença diverticular concomitante dos intestinos delgado e grosso sem perfuração ou abscesso;
4021;K578;Doença diverticular do intestino, de localização não especificada, com perfuração e abscesso;
4022;K579;Doença diverticular do intestino, de localização não especificada, sem perfuração ou abscesso;
4023;K580;Síndrome do cólon irritável com diarréia;
4024;K589;Síndrome do cólon irritável sem diarréia;
4025;K590;Constipação;
4026;K591;Diarréia funcional;
4027;K592;Cólon neurogênico não classificado em outra parte;
4028;K593;Megacólon não classificado em outra parte;
4029;K594;Espasmo anal;
4030;K598;Outros transtornos funcionais especificados do intestino;
4031;K599;Transtorno intestinal funcional, não especificado;
4032;K600;Fissura anal aguda;
4033;K601;Fissura anal crônica;
4034;K602;Fissura anal, não especificada;
4035;K603;Fístula anal;
4036;K604;Fístula retal;
4037;K605;Fístula anorretal;
4038;K610;Abscesso anal;
4039;K611;Abscesso retal;
4040;K612;Abscesso anorretal;
4041;K613;Abscesso ísquio-retal;
4042;K614;Abscesso intra-esfincteriano;
4043;K620;Pólipo anal;
4044;K621;Pólipo retal;
4045;K622;Prolapso anal;
4046;K623;Prolapso retal;
4047;K624;Estenose do ânus e do reto;
4048;K625;Hemorragia do ânus e do reto;
4049;K626;Úlcera do ânus e do reto;
4050;K627;Proctite por radiação;
4051;K628;Outras doenças especificadas do ânus e do reto;
4052;K629;Doença do ânus e do reto, sem outra especificação;
4053;K630;Abscesso do intestino;
4054;K631;Perfuração do intestino (não-traumática);
4055;K632;Fístula do intestino;
4056;K633;Úlcera do intestino;
4057;K634;Enteroptose;
4058;K635;Pólipo do cólon;
4059;K638;Outras doenças especificadas do intestino;
4060;K639;Doença do intestino, sem outra especificação;
4061;K650;Peritonite aguda;
4062;K658;Outras peritonites;
4063;K659;Peritonite, sem outras especificações;
4064;K660;Aderências peritoniais;
4065;K661;Hemoperitônio;
4066;K668;Outras afecções especificadas do peritônio;
4067;K669;Afecções do peritônio, sem outra especificação;
4068;K670;Peritonite por clamídias;
4069;K671;Peritonite gonocócica;
4070;K672;Peritonite sifilítica;
4071;K673;Peritonite tuberculosa;
4072;K678;Outras formas de comprometimento do peritônio em doenças infecciosas classificadas em outra parte;
4073;K700;Fígado gorduroso alcoólico;
4074;K701;Hepatite alcoólica;
4075;K702;Fibrose e esclerose alcoólicas do fígado;
4076;K703;Cirrose hepática alcoólica;
4077;K704;Insuficiência hepática alcoólica;
4078;K709;Doença alcoólica do fígado, sem outra especificação;
4079;K710;Doença hepática tóxica com colestase;
4080;K711;Doença hepática tóxica com necrose hepática;
4081;K712;Doença hepática tóxica com hepatite aguda;
4082;K713;Doença hepática tóxica com hepatite crônica persistente;
4083;K714;Doença hepática tóxica com hepatite crônica lobular;
4084;K715;Doença hepática tóxica com hepatite crônica ativa;
4085;K716;Doença hepática tóxica com hepatite não classificada em outra parte;
4086;K717;Doença hepática tóxica com fibrose e cirrose hepáticas;
4087;K718;Doença hepática tóxica com outros transtornos do fígado;
4088;K719;Doença hepática tóxica, sem outra especificação;
4089;K720;Insuficiência hepática aguda e subaguda;
4090;K721;Insuficiência hepática crônica;
4091;K729;Insuficiência hepática, sem outras especificações;
4092;K730;Hepatite crônica persistente, não classificada em outra parte;
4093;K731;Hepatite crônica lobular, não classificada em outra parte;
4094;K732;Hepatite crônica ativa, não classificada em outra parte;
4095;K738;Outras hepatites crônicas não classificada em outra parte;
4096;K739;Hepatite crônica, sem outra especificação;
4097;K740;Fibrose hepática;
4098;K741;Esclerose hepática;
4099;K742;Fibrose hepática com esclerose hepática;
4100;K743;Cirrose biliar primária;
4101;K744;Cirrose biliar secundária;
4102;K745;Cirrose biliar, sem outra especificação;
4103;K746;Outras formas de cirrose hepática e as não especificadas;
4104;K750;Abscesso hepático;
4105;K751;Flebite da veia porta;
4106;K752;Hepatite reativa não-específica;
4107;K753;Hepatite granulomatosa não classificada em outra parte;
4108;K754;Hepatite autoimune;
4109;K758;Outras doenças hepáticas inflamatórias especificadas;
4110;K759;Doença hepática inflamatória, sem outra especificação;
4111;K760;Degeneração gordurosa do fígado não classificada em outra parte;
4112;K761;Congestão passiva crônica do fígado;
4113;K762;Necrose hemorrágica central do fígado;
4114;K763;Infarto do fígado;
4115;K764;Peliose hepática;
4116;K765;Doença hepática veno-oclusiva;
4117;K766;Hipertensão portal;
4118;K767;Síndrome hepatorrenal;
4119;K768;Outras doenças especificadas do fígado;
4120;K769;Doença hepática, sem outra especificação;
4121;K770;Transtornos hepáticos em doenças infecciosas e parasitárias classificadas em outra parte;
4122;K778;Transtornos hepáticos em outras doenças classificadas em outra parte;
4123;K800;Calculose da vesícula biliar com colicistite aguda;
4124;K801;Calculose da vesícula biliar com outras formas de colecistite;
4125;K802;Calculose da vesícula biliar sem colecistite;
4126;K803;Calculose de via biliar com colangite;
4127;K804;Calculose de via biliar com colecistite;
4128;K805;Calculose de via biliar sem colangite ou colecistite;
4129;K808;Outras colelitíases;
4130;K810;Colecistite aguda;
4131;K811;Colecistite crônica;
4132;K818;Outras colecistites;
4133;K819;Colecistite, sem outra especificação;
4134;K820;Obstrução da vesícula biliar;
4135;K821;Hidropsia da vesícula biliar;
4136;K822;Perfuração da vesícula biliar;
4137;K823;Fístula da vesícula biliar;
4138;K824;Colesterolose da vesícula biliar;
4139;K828;Outras doenças especificadas da vesícula biliar;
4140;K829;Doença da vesícula biliar, sem outra especificação;
4141;K830;Colangite;
4142;K831;Obstrução de via biliar;
4143;K832;Perfuração de via biliar;
4144;K833;Fístula de via biliar;
4145;K834;Espasmo do esfíncter de Oddi;
4146;K835;Cisto biliar;
4147;K838;Outras doenças especificadas das vias biliares;
4148;K839;Doença das vias biliares, sem outra especificação;
4149;K850;Pancreatite aguda idiopática;
4150;K851;Pancreatite aguda biliar;
4151;K852;Pancreatite aguda induzida por álcool;
4152;K853;Pancreatite aguda induzida por droga;
4153;K858;Outras pancreatites agudas;
4154;K859;Pancreatite aguda, não especificada;
4155;K860;Pancreatite crônica induzida por álcool;
4156;K861;Outras pancreatites crônicas;
4157;K862;Cisto do pâncreas;
4158;K863;Pseudocisto do pâncreas;
4159;K868;Outras doenças especificadas do pâncreas;
4160;K869;Doença do pâncreas, sem outra especificação;
4161;K870;Transtornos da vesícula biliar e das vias biliares em doenças classificadas em outra parte;
4162;K871;Transtornos do pâncreas em doenças classificadas em outra parte;
4163;K900;Doença celíaca;
4164;K901;Espru tropical;
4165;K902;Síndrome da alça cega não classificada em outra parte;
4166;K903;Esteatorréia pancreática;
4167;K904;Má-absorção devida a intolerância não classificada em outra parte;
4168;K908;Outras formas de má-absorção intestinal;
4169;K909;Má-absorção intestinal, sem outra especificação;
4170;K910;Vômitos pós-cirurgia gastrointestinal;
4171;K911;Síndromes pós-cirurgia gástrica;
4172;K912;Má-absorção pós-cirúrgica não classificada em outra parte;
4173;K913;Obstrução intestinal pós-operatória;
4174;K914;Mau funcionamento de colostomia e enterostomia;
4175;K915;Síndrome pós-colecistectomia;
4176;K918;Outros transtornos do aparelho digestivo, pós-cirúrgicos, não classificados em outra parte;
4177;K919;Transtorno do aparelho digestivo pós procedimento;
4178;K920;Hematêmese;
4179;K921;Melena;
4180;K922;Hemorragia gastrointestinal, sem outra especificação;
4181;K928;Outras doenças especificadas do aparelho digestivo;
4182;K929;Doença do aparelho digestivo, sem outra especificação;
4183;K930;Transtornos devido a tuberculose do intestino, do peritônio e dos gânglios do mesentério;
4184;K931;Megacólon na doença de Chagas;
4185;K938;Transtornos de outros órgãos digestivos especificados em doenças classificadas em outra parte;
4186;L00;Síndrome da pele escaldada estafilocócica do recém-nascido;
4187;L010;Impetigo [qualquer localização] [qualquer microorganismo];
4188;L011;Impetiginização de outras dermatoses;
4189;L020;Abscesso cutâneo, furúnculo e antraz da face;
4190;L021;Abscesso cutâneo, furúnculo e antraz do pescoço;
4191;L022;Abscesso cutâneo, furúnculo e antraz do tronco;
4192;L023;Abscesso cutâneo, furúnculo e antraz da nádega;
4193;L024;Abscesso cutâneo, furúnculo e antraz do(s) membro(s);
4194;L028;Abscesso cutâneo, furúnculo e antraz de outras localizações;
4195;L029;Abscesso cutâneo, furúnculo e antraz de localização não especificada;
4196;L030;Celulite de dedos das mãos e dos pés;
4197;L031;Celulite de outras partes do(s) membro(s);
4198;L032;Celulite da face;
4199;L033;Celulite do tronco;
4200;L038;Celulite de outros locais;
4201;L039;Celulite não especificada;
4202;L040;Linfadenite aguda de face, cabeça e pescoço;
4203;L041;Linfadenite aguda do tronco;
4204;L042;Linfadenite aguda de membro superior;
4205;L043;Linfadenite aguda de membro inferior;
4206;L048;Linfadenite aguda de outras localizações;
4207;L049;Linfadenite aguda de localização não especificada;
4208;L050;Cisto pilonidal com abscesso;
4209;L059;Cisto pilonidal sem abscesso;
4210;L080;Piodermite;
4211;L081;Eritrasma;
4212;L088;Outras infecções localizadas, especificadas, da pele e do tecido subcutâneo;
4213;L089;Infecção localizada da pele e do tecido subcutâneo, não especificada;
4214;L100;Pênfigo vulgar;
4215;L101;Pênfigo vegetante;
4216;L102;Pênfigo foliáceo;
4217;L103;Pênfigo brasileiro [fogo selvagem];
4218;L104;Pênfigo eritematoso;
4219;L105;Pênfigo induzido por drogas;
4220;L108;Outras formas de pênfigo;
4221;L109;Pênfigo, não especificado;
4222;L110;Ceratose folicular adquirida;
4223;L111;Dermatose acantolítica transitória [Grover];
4224;L118;Outras afecções acantolíticas especificadas;
4225;L119;Afecções acantolíticas não especificadas;
4226;L120;Penfigóide bolhoso;
4227;L121;Penfigóide cicatricial;
4228;L122;Doença bolhosa crônica da infância;
4229;L123;Epidermólise bolhosa adquirida;
4230;L128;Outras formas de penfigóide;
4231;L129;Penfigóide, não especificado;
4232;L130;Dermatite herpetiforme;
4233;L131;Dermatite pustular subcorneana;
4234;L138;Outras afecções bolhosas especificadas;
4235;L139;Doença bolhosa, não especificada;
4236;L14;Afecções bolhosas em doenças classificadas em outra parte;
4237;L200;Prurigo de Besnier;
4238;L208;Outras dermatites atópicas;
4239;L209;Dermatite atópica, não especificada;
4240;L210;Seborréia do couro cabeludo;
4241;L211;Dermatite seborréica infantil;
4242;L218;Outras dermatites seborréicas;
4243;L219;Dermatite seborréica, não especificada;
4244;L22;Dermatite das fraldas;
4245;L230;Dermatite alérgica de contato devida a metais;
4246;L231;Dermatite alérgica de contato devida a adesivos;
4247;L232;Dermatite alérgica de contato devida a cosméticos;
